# BLASTP 2.2.30+
# Query: YAL001C TFC3 SGDID:S000000001, Chr I from 151006-147594,151166-151097, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of RNA polymerase III transcription initiation factor complex; part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC)"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
# Query: YAL018C LDS1 SGDID:S000000016, Chr I from 119541-118564, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL018C	YAL018C	326	326	326	1	326	1	326	0.0
YAL018C	YOL048C	259	326	343	53	291	70	327	4e-25
# BLASTP 2.2.30+
# Query: YAL019W FUN30 SGDID:S000000017, Chr I from 114919-118314, Genome Release 64-2-1, Verified ORF, "Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL019W	YAL019W	1132	1132	1132	1	1132	1	1132	0.0
YAL019W	YOR290C	540	1132	1704	571	1102	766	1240	1e-84
# BLASTP 2.2.30+
# Query: YAL020C ATS1 SGDID:S000000018, Chr I from 114615-113614, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL020C	YAL020C	334	334	334	1	334	1	334	0.0
# BLASTP 2.2.30+
# Query: YAL021C CCR4 SGDID:S000000019, Chr I from 113359-110846, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL021C	YAL021C	838	838	838	1	838	1	838	0.0
YAL021C	YOL042W	378	838	364	484	828	4	363	6e-27
# BLASTP 2.2.30+
# Query: YAL022C FUN26 SGDID:S000000020, Chr I from 110430-108877, Genome Release 64-2-1, reverse complement, Verified ORF, "High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL022C	YAL022C	518	518	518	1	518	1	518	0.0
# BLASTP 2.2.30+
# Query: YAL023C PMT2 SGDID:S000000021, Chr I from 108551-106272, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL023C	YAL023C	760	760	760	1	760	1	760	0.0
YAL023C	YOR321W	727	760	754	33	755	25	748	0.0
# BLASTP 2.2.30+
# Query: YAL024C LTE1 SGDID:S000000022, Chr I from 105872-101565, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL024C	YAL024C	1436	1436	1436	1	1436	1	1436	0.0
YAL024C	YLR310C	180	1436	1590	1190	1367	1301	1467	3e-13
# BLASTP 2.2.30+
# Query: YAL025C MAK16 SGDID:S000000023, Chr I from 101145-100225, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL025C	YAL025C	307	307	307	1	307	1	307	0.0
# BLASTP 2.2.30+
# Query: YAL026C DRS2 SGDID:S000000024, Chr I from 99697-95630, Genome Release 64-2-1, reverse complement, Verified ORF, "Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation and endocytosis; subject to auto-inhibition by its C-terminal tail; mutations in human homolog ATP8B1 result in liver disease"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL026C	YAL026C	1356	1356	1356	1	1356	1	1356	0.0
YAL026C	YDR093W	1093	1356	1613	263	1257	409	1484	0.0
# BLASTP 2.2.30+
# Query: YAL027W SAW1 SGDID:S000000025, Chr I from 94687-95472, Genome Release 64-2-1, Verified ORF, "5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL027W	YAL027W	262	262	262	1	262	1	262	0.0
# BLASTP 2.2.30+
# Query: YAL028W FRT2 SGDID:S000000026, Chr I from 92900-94486, Genome Release 64-2-1, Verified ORF, "Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL028W	YAL028W	529	529	529	1	529	1	529	0.0
YAL028W	YOR324C	175	529	603	354	527	425	598	2e-24
# BLASTP 2.2.30+
# Query: YAL029C MYO4 SGDID:S000000027, Chr I from 92270-87855, Genome Release 64-2-1, reverse complement, Verified ORF, "Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL029C	YAL029C	1472	1472	1472	1	1472	1	1472	0.0
YAL029C	YOR326W	1511	1472	1575	1	1420	1	1502	0.0
# BLASTP 2.2.30+
# Query: YAL030W SNC1 SGDID:S000000028, Chr I from 87286-87387,87501-87752, Genome Release 64-2-1, Verified ORF, "Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL030W	YAL030W	118	118	118	1	118	1	118	7e-84
YAL030W	YOR327C	116	118	116	1	116	1	115	1e-47
# BLASTP 2.2.30+
# Query: YAL031C GIP4 SGDID:S000000029, Chr I from 87031-84749, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL031C	YAL031C	761	761	761	1	761	1	761	0.0
# BLASTP 2.2.30+
# Query: YAL032C PRP45 SGDID:S000000030, Chr I from 84474-83335, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL032C	YAL032C	380	380	380	1	380	1	380	0.0
# BLASTP 2.2.30+
# Query: YAL033W POP5 SGDID:S000000031, Chr I from 82706-83227, Genome Release 64-2-1, Verified ORF, "Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL033W	YAL033W	174	174	174	1	174	1	174	6e-125
# BLASTP 2.2.30+
# Query: YAL034C FUN19 SGDID:S000002134, Chr I from 81951-80710, Genome Release 64-2-1, reverse complement, Verified ORF, "Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL034C	YAL034C	414	414	414	1	414	1	414	0.0
YAL034C	YOR338W	421	414	364	1	414	5	364	3e-86
# BLASTP 2.2.30+
# Query: YAL034W-A MTW1 SGDID:S000000032, Chr I from 79718-80587, Genome Release 64-2-1, Verified ORF, "Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL034W-A	YAL034W-A	290	290	290	1	290	1	290	0.0
# BLASTP 2.2.30+
# Query: YAL035W FUN12 SGDID:S000000033, Chr I from 76427-79435, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL035W	YAL035W	1003	1003	1003	1	1003	1	1003	0.0
YAL035W	YOL023W	277	1003	677	394	666	134	364	8e-25
# BLASTP 2.2.30+
# Query: YAL036C RBG1 SGDID:S000000034, Chr I from 76152-75043, Genome Release 64-2-1, reverse complement, Verified ORF, "Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL036C	YAL036C	370	370	370	1	370	1	370	0.0
YAL036C	YGR173W	368	370	369	5	370	4	369	2e-125
# BLASTP 2.2.30+
# Query: YAL037C-A YAL037C-A SGDID:S000028732, Chr I from 73518-73426, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL037C-A	YAL037C-A	31	31	31	1	31	1	31	2e-15
# BLASTP 2.2.30+
# Query: YAL037W YAL037W SGDID:S000000035, Chr I from 74020-74823, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL037W	YAL037W	268	268	268	1	268	1	268	0.0
YAL037W	YOR342C	252	268	320	17	236	14	259	5e-12
# BLASTP 2.2.30+
# Query: YAL038W CDC19 SGDID:S000000036, Chr I from 71786-73288, Genome Release 64-2-1, Verified ORF, "Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL038W	YAL038W	501	501	501	1	501	1	501	0.0
YAL038W	YOR347C	499	501	507	2	500	4	502	0.0
# BLASTP 2.2.30+
# Query: YAL039C CYC3 SGDID:S000000037, Chr I from 69525-68716, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL039C	YAL039C	270	270	270	1	270	1	270	0.0
YAL039C	YKL087C	222	270	225	41	255	40	222	4e-21
# BLASTP 2.2.30+
# Query: YAL040C CLN3 SGDID:S000000038, Chr I from 67520-65778, Genome Release 64-2-1, reverse complement, Verified ORF, "G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetly-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry."
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL040C	YAL040C	581	581	581	1	581	1	581	0.0
YAL040C	YGR109C	100	581	381	70	168	117	216	3e-07
# BLASTP 2.2.30+
# Query: YAL041W CDC24 SGDID:S000000039, Chr I from 62840-65404, Genome Release 64-2-1, Verified ORF, "Guanine nucleotide exchange factor for Cdc42p; also known as a GEF or GDP-release factor; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL041W	YAL041W	855	855	855	1	855	1	855	0.0
YAL041W	YLR371W	220	855	1357	274	472	655	864	4e-08
# BLASTP 2.2.30+
# Query: YAL042W ERV46 SGDID:S000000040, Chr I from 61316-62563, Genome Release 64-2-1, Verified ORF, "Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 2 hits found
YAL042W	YAL042W	416	416	416	1	416	1	416	0.0
YAL042W	YML067C	367	416	353	6	368	4	291	6e-12
# BLASTP 2.2.30+
# Query: YAL043C PTA1 SGDID:S000000041, Chr I from 61052-58695, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL043C	YAL043C	786	786	786	1	786	1	786	0.0
# BLASTP 2.2.30+
# Query: YAL044C GCV3 SGDID:S000000042, Chr I from 58462-57950, Genome Release 64-2-1, reverse complement, Verified ORF, "H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL044C	YAL044C	171	171	171	1	171	1	171	5e-125
# BLASTP 2.2.30+
# Query: YAL044W-A YAL044W-A SGDID:S000007586, Chr I from 57518-57850, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL044W-A	YAL044W-A	111	111	111	1	111	1	111	4e-80
# BLASTP 2.2.30+
# Query: YAL046C AIM1 SGDID:S000000044, Chr I from 57385-57029, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL046C	YAL046C	119	119	119	1	119	1	119	1e-84
# BLASTP 2.2.30+
# Query: YAL047C SPC72 SGDID:S000000045, Chr I from 56857-54989, Genome Release 64-2-1, reverse complement, Verified ORF, "Component of the cytoplasmic Tub4p (gamma-tubulin) complex; binds spindle pole bodies and links them to microtubules; is regulated by Cdc5 kinase; has roles in astral microtubule formation and stabilization"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL047C	YAL047C	623	623	623	1	623	1	623	0.0
# BLASTP 2.2.30+
# Query: YAL048C GEM1 SGDID:S000000046, Chr I from 54789-52801, Genome Release 64-2-1, reverse complement, Verified ORF, "Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL048C	YAL048C	663	663	663	1	663	1	663	0.0
# BLASTP 2.2.30+
# Query: YAL049C AIM2 SGDID:S000000047, Chr I from 52595-51855, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor"
# Database: orf_trans
# Fields: query id, subject id, alignment length, query length, subject length, q. start, q. end, s. start, s. end, evalue
# 1 hits found
YAL049C	YAL049C	247	247	247	1	247	1	247	0.0
# BLASTP 2.2.30+
